full_name,short_name,file_count,token_count,type_count,encoding,token_definition,ignore_header,ignore_items,number_replace,format,indexer_type,indexer
the_hobbit,the_hobbit,1,96692,6770,utf_8_sig,[\p{L}]+,False,False,False,raw_files,type,simple_word_indexer
